Reference:	"Hudson et al. (2018)"
DOI:	"doi:doi:10.1016/j.saa.2017.11.055"
Sample Type:	"Ice"
Composition:	"CH3COCH3 (1)"
Temperature:	"125K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/156"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
516.2349501	1.503183781			516.2349501	0.010568401			516.2349501	0.004928		
516.3554813	1.502791782			516.3554813	0.008647356			516.3554813	0.003421		
516.4760124	1.502723588			516.4760124	0.007227603			516.4760124	0.001995		
516.5965436	1.502560514			516.5965436	0.006137944			516.5965436	0.000853		
516.7170748	1.502196808			516.7170748	0.005012037			516.7170748	9.3E-5		
516.8376059	1.501812778			516.8376059	0.003549554			516.8376059	-0.000302		
516.9581371	1.501790542			516.9581371	0.00170496			516.9581371	-0.000446		
517.0786683	1.502412263			517.0786683	-0.000255285			517.0786683	-0.000484		
517.1991994	1.50372453			517.1991994	-0.001924757			517.1991994	-0.000537		
517.3197306	1.505471843			517.3197306	-0.002946497			517.3197306	-0.00065		
517.4402618	1.507244476			517.4402618	-0.003207971			517.4402618	-0.000797		
517.5607929	1.508660611			517.5607929	-0.00286395			517.5607929	-0.00091		
517.6813241	1.50953716			517.6813241	-0.00222849			517.6813241	-0.000927		
517.8018552	1.509900639			517.8018552	-0.001618003			517.8018552	-0.000841		
517.9223864	1.509933232			517.9223864	-0.001203982			517.9223864	-0.000708		
518.0429176	1.509790228			518.0429176	-0.000996836			518.0429176	-0.000625		
518.1634487	1.509525924			518.1634487	-0.000917803			518.1634487	-0.000673		
518.2839799	1.509035975			518.2839799	-0.000951359			518.2839799	-0.000872		
518.4045111	1.508209893			518.4045111	-0.001251674			518.4045111	-0.001161		
518.5250422	1.507059397			518.5250422	-0.002134383			518.5250422	-0.001416		
518.6455734	1.505877665			518.6455734	-0.003933452			518.6455734	-0.001504		
518.7661046	1.505200373			518.7661046	-0.006798726			518.7661046	-0.001345		
518.8866357	1.505683771			518.8866357	-0.010509112			518.8866357	-0.000954		
519.0071669	1.507800173			519.0071669	-0.014446965			519.0071669	-0.000436		
519.127698	1.511627119			519.127698	-0.017749935			519.127698	5.8E-5		
519.2482292	1.516729087			519.2482292	-0.019633065			519.2482292	0.000389		
519.3687604	1.522353127			519.3687604	-0.019640776			519.3687604	0.000487		
519.4892915	1.527622504			519.4892915	-0.017753856			519.4892915	0.000369		
519.6098227	1.531807382			519.6098227	-0.014349608			519.6098227	0.00012		
519.7303539	1.53444649			519.7303539	-0.010070791			519.7303539	-0.000153		
519.850885	1.53544344			519.850885	-0.005631778			519.850885	-0.000367		
519.9714162	1.534981965			519.9714162	-0.001677523			519.9714162	-0.000491		
520.0919474	1.533500779			520.0919474	0.00133415			520.0919474	-0.000545		
520.2124785	1.531521253			520.2124785	0.003204635			520.2124785	-0.000574		
520.3330097	1.529556001			520.3330097	0.003977553			520.3330097	-0.000612		
520.4535408	1.527990343			520.4535408	0.003874585			520.4535408	-0.00067		
520.574072	1.527072718			520.574072	0.00323692			520.574072	-0.000732		
520.6946032	1.526842137			520.6946032	0.002438			520.6946032	-0.000775		
520.8151343	1.527185291			520.8151343	0.001792716			520.8151343	-0.000793		
520.9356655	1.527859613			520.9356655	0.001488503			520.9356655	-0.000803		
521.0561967	1.528601198			521.0561967	0.001563458			521.0561967	-0.000836		
521.1767278	1.529172203			521.1767278	0.001890198			521.1767278	-0.000914		
521.297259	1.529494335			521.297259	0.002245388			521.297259	-0.001034		
521.4177902	1.529631997			521.4177902	0.002407613			521.4177902	-0.001158		
521.5383213	1.529793935			521.5383213	0.00226339			521.5383213	-0.001227		
521.6588525	1.530194405			521.6588525	0.001843437			521.6588525	-0.001191		
521.7793837	1.531012748			521.7793837	0.001312644			521.7793837	-0.001036		
521.8999148	1.532275531			521.8999148	0.000902752			521.8999148	-0.00079		
522.020446	1.533899214			522.020446	0.000813379			522.020446	-0.000516		
522.1409771	1.535708253			522.1409771	0.001141028			522.1409771	-0.000279		
522.2615083	1.537581041			522.2615083	0.001879669			522.2615083	-0.000122		
522.3820395	1.539454559			522.3820395	0.003008492			522.3820395	-4.3E-5		
522.5025706	1.541331101			522.5025706	0.004573206			522.5025706	0		
522.6231018	1.543125421			522.6231018	0.006720478			522.6231018	7.0E-5		
522.743633	1.544615881			522.743633	0.009591423			522.743633	0.000197		
522.8641641	1.545420336			522.8641641	0.013229105			522.8641641	0.000384		
522.9846953	1.545055839			522.9846953	0.017442752			522.9846953	0.000596		
523.1052265	1.543118141			523.1052265	0.021704599			523.1052265	0.000769		
523.2257576	1.539513967			523.2257576	0.025262236			523.2257576	0.000843		
523.3462888	1.534554748			523.3462888	0.027296827			523.3462888	0.00078		
523.4668199	1.529009209			523.4668199	0.027214394			523.4668199	0.000577		
523.5873511	1.523883709			523.5873511	0.024857341			523.5873511	0.000263		
523.7078823	1.520195721			523.7078823	0.020631106			523.7078823	-0.00011		
523.8284134	1.518579815			523.8284134	0.015407088			523.8284134	-0.000481		
523.9489446	1.519149972			523.9489446	0.010225887			523.9489446	-0.00079		
524.0694758	1.521469356			524.0694758	0.005971961			524.0694758	-0.000985		
524.1900069	1.524811462			524.1900069	0.003114456			524.1900069	-0.001025		
524.3105381	1.528426554			524.3105381	0.001674			524.3105381	-0.000885		
524.4310693	1.531801379			524.4310693	0.001364395			524.4310693	-0.000561		
524.5516004	1.534687595			524.5516004	0.001805009			524.5516004	-7.8E-5		
524.6721316	1.537064214			524.6721316	0.002687842			524.6721316	0.000509		
524.7926627	1.538969373			524.7926627	0.003834464			524.7926627	0.001122		
524.9131939	1.540428985			524.9131939	0.0051519			524.9131939	0.001676		
525.0337251	1.541392093			525.0337251	0.006534871			525.0337251	0.0021		
525.1542562	1.541839094			525.1542562	0.007794			525.1542562	0.002356		
525.2747874	1.54184127			525.2747874	0.008686465			525.2747874	0.002446		
525.3953186	1.54164488			525.3953186	0.009005			525.3953186	0.002405		
525.5158497	1.541593574			525.5158497	0.008708988			525.5158497	0.002286		
525.6363809	1.542030905			525.6363809	0.007974627			525.6363809	0.00214		
525.7569121	1.543124769			525.7569121	0.007157752			525.7569121	0.001998		
525.8774432	1.544809441			525.8774432	0.006651515			525.8774432	0.001865		
525.9979744	1.546784415			525.9979744	0.006722164			525.9979744	0.001722		
526.1185055	1.548674144			526.1185055	0.007393516			526.1185055	0.001532		
526.2390367	1.550185783			526.2390367	0.008459123			526.2390367	0.001254		
526.3595679	1.551240808			526.3595679	0.009616002			526.3595679	0.000859		
