Reference:	"Kofman et al. (2019)"
DOI:	"doi:https://doi.org/10.3847/1538-4357/ab0d89"
Sample Type:	"Ice"
Composition:	"H2O (1)"
Temperature:	"130K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/208"
n₁ Error Units:	Not Applicable

"Wavelength (µm)"	"n₁"	"Dn₁  (+/-)"	
0.694	1.2961		
0.6935	1.2961		
0.6929	1.2962		
0.6923	1.2962		
0.6918	1.2962		
0.6912	1.2962		
0.6907	1.2962		
0.6901	1.2962		
0.6895	1.2962		
0.689	1.2962		
0.6884	1.2962		
0.6878	1.2962		
0.6873	1.2962		
0.6867	1.2963		
0.6862	1.2963		
0.6856	1.2963		
0.685	1.2963		
0.6845	1.2963		
0.6839	1.2963		
0.6834	1.2963		
0.6828	1.2963		
0.6822	1.2963		
0.6817	1.2963		
0.6811	1.2963		
0.6805	1.2964		
0.68	1.2964		
0.6794	1.2964		
0.6789	1.2964		
0.6783	1.2964		
0.6777	1.2964		
0.6772	1.2964		
0.6766	1.2964		
0.6761	1.2964		
0.6755	1.2964		
0.6749	1.2964		
0.6744	1.2965		
0.6738	1.2965		
0.6732	1.2965		
0.6727	1.2965		
0.6721	1.2965		
0.6716	1.2965		
0.671	1.2965		
0.6704	1.2965		
0.6699	1.2965		
0.6693	1.2965		
0.6687	1.2966		
0.6682	1.2966		
0.6676	1.2966		
0.6671	1.2966		
0.6665	1.2966		
0.6659	1.2966		
0.6654	1.2966		
0.6648	1.2966		
0.6643	1.2966		
0.6637	1.2966		
0.6631	1.2967		
0.6626	1.2967		
0.662	1.2967		
0.6614	1.2967		
0.6609	1.2967		
0.6603	1.2967		
0.6598	1.2967		
0.6592	1.2967		
0.6586	1.2967		
0.6581	1.2967		
0.6575	1.2968		
0.6569	1.2968		
0.6564	1.2968		
0.6558	1.2968		
0.6553	1.2968		
0.6547	1.2968		
0.6541	1.2968		
0.6536	1.2968		
0.653	1.2968		
0.6525	1.2968		
0.6519	1.2969		
0.6513	1.2969		
0.6508	1.2969		
0.6502	1.2969		
0.6496	1.2969		
0.6491	1.2969		
0.6485	1.2969		
0.648	1.2969		
0.6474	1.2969		
0.6468	1.297		
0.6463	1.297		
0.6457	1.297		
0.6451	1.297		
0.6446	1.297		
0.644	1.297		
0.6435	1.297		
0.6429	1.297		
0.6423	1.297		
0.6418	1.2971		
0.6412	1.2971		
0.6407	1.2971		
0.6401	1.2971		
0.6395	1.2971		
0.639	1.2971		
0.6384	1.2971		
0.6378	1.2971		
0.6373	1.2971		
0.6367	1.2972		
0.6362	1.2972		
0.6356	1.2972		
0.635	1.2972		
0.6345	1.2972		
0.6339	1.2972		
0.6333	1.2972		
0.6328	1.2972		
0.6322	1.2972		
0.6317	1.2973		
0.6311	1.2973		
0.6305	1.2973		
0.63	1.2973		
0.6294	1.2973		
0.6289	1.2973		
0.6283	1.2973		
0.6277	1.2973		
0.6272	1.2974		
0.6266	1.2974		
0.626	1.2974		
0.6255	1.2974		
0.6249	1.2974		
0.6244	1.2974		
0.6238	1.2974		
0.6232	1.2974		
0.6227	1.2975		
0.6221	1.2975		
0.6215	1.2975		
0.621	1.2975		
0.6204	1.2975		
0.6199	1.2975		
0.6193	1.2975		
0.6187	1.2975		
0.6182	1.2976		
0.6176	1.2976		
0.6171	1.2976		
0.6165	1.2976		
0.6159	1.2976		
0.6154	1.2976		
0.6148	1.2976		
0.6142	1.2976		
0.6137	1.2977		
0.6131	1.2977		
0.6126	1.2977		
0.612	1.2977		
0.6114	1.2977		
0.6109	1.2977		
0.6103	1.2977		
0.6097	1.2977		
0.6092	1.2978		
0.6086	1.2978		
0.6081	1.2978		
0.6075	1.2978		
0.6069	1.2978		
0.6064	1.2978		
0.6058	1.2978		
0.6053	1.2978		
0.6047	1.2979		
0.6041	1.2979		
0.6036	1.2979		
0.603	1.2979		
0.6024	1.2979		
0.6019	1.2979		
0.6013	1.2979		
0.6008	1.298		
0.6002	1.298		
0.5996	1.298		
0.5991	1.298		
0.5985	1.298		
0.5979	1.298		
0.5974	1.298		
0.5968	1.2981		
0.5963	1.2981		
0.5957	1.2981		
0.5951	1.2981		
0.5946	1.2981		
0.594	1.2981		
0.5935	1.2981		
0.5929	1.2982		
0.5923	1.2982		
0.5918	1.2982		
0.5912	1.2982		
0.5906	1.2982		
0.5901	1.2982		
0.5895	1.2982		
0.589	1.2983		
0.5884	1.2983		
0.5878	1.2983		
0.5873	1.2983		
0.5867	1.2983		
0.5861	1.2983		
0.5856	1.2983		
0.585	1.2984		
0.5845	1.2984		
0.5839	1.2984		
0.5833	1.2984		
0.5828	1.2984		
0.5822	1.2984		
0.5817	1.2984		
0.5811	1.2985		
0.5805	1.2985		
0.58	1.2985		
0.5794	1.2985		
0.5788	1.2985		
0.5783	1.2985		
0.5777	1.2986		
0.5772	1.2986		
0.5766	1.2986		
0.576	1.2986		
0.5755	1.2986		
0.5749	1.2986		
0.5744	1.2986		
0.5738	1.2987		
0.5732	1.2987		
0.5727	1.2987		
0.5721	1.2987		
0.5715	1.2987		
0.571	1.2987		
0.5704	1.2988		
0.5699	1.2988		
0.5693	1.2988		
0.5687	1.2988		
0.5682	1.2988		
0.5676	1.2988		
0.567	1.2989		
0.5665	1.2989		
0.5659	1.2989		
0.5654	1.2989		
0.5648	1.2989		
0.5642	1.2989		
0.5637	1.299		
0.5631	1.299		
0.5626	1.299		
0.562	1.299		
0.5614	1.299		
0.5609	1.299		
0.5603	1.2991		
0.5597	1.2991		
0.5592	1.2991		
0.5586	1.2991		
0.5581	1.2991		
0.5575	1.2991		
0.5569	1.2992		
0.5564	1.2992		
0.5558	1.2992		
0.5552	1.2992		
0.5547	1.2992		
0.5541	1.2993		
0.5536	1.2993		
0.553	1.2993		
0.5524	1.2993		
0.5519	1.2993		
0.5513	1.2993		
0.5508	1.2994		
0.5502	1.2994		
0.5496	1.2994		
0.5491	1.2994		
0.5485	1.2994		
0.5479	1.2994		
0.5474	1.2995		
0.5468	1.2995		
0.5463	1.2995		
0.5457	1.2995		
0.5451	1.2995		
0.5446	1.2996		
0.544	1.2996		
0.5434	1.2996		
0.5429	1.2996		
0.5423	1.2996		
0.5418	1.2997		
0.5412	1.2997		
0.5406	1.2997		
0.5401	1.2997		
0.5395	1.2997		
0.539	1.2998		
0.5384	1.2998		
0.5378	1.2998		
0.5373	1.2998		
0.5367	1.2998		
0.5361	1.2998		
0.5356	1.2999		
0.535	1.2999		
0.5345	1.2999		
0.5339	1.2999		
0.5333	1.2999		
0.5328	1.3		
0.5322	1.3		
0.5316	1.3		
0.5311	1.3		
0.5305	1.3		
0.53	1.3001		
0.5294	1.3001		
0.5288	1.3001		
0.5283	1.3001		
0.5277	1.3002		
0.5272	1.3002		
0.5266	1.3002		
0.526	1.3002		
0.5255	1.3002		
0.5249	1.3003		
0.5243	1.3003		
0.5238	1.3003		
0.5232	1.3003		
0.5227	1.3003		
0.5221	1.3004		
0.5215	1.3004		
0.521	1.3004		
0.5204	1.3004		
0.5198	1.3004		
0.5193	1.3005		
0.5187	1.3005		
0.5182	1.3005		
0.5176	1.3005		
0.517	1.3006		
0.5165	1.3006		
0.5159	1.3006		
0.5154	1.3006		
0.5148	1.3006		
0.5142	1.3007		
0.5137	1.3007		
0.5131	1.3007		
0.5125	1.3007		
0.512	1.3008		
0.5114	1.3008		
0.5109	1.3008		
0.5103	1.3008		
0.5097	1.3008		
0.5092	1.3009		
0.5086	1.3009		
0.508	1.3009		
0.5075	1.3009		
0.5069	1.301		
0.5064	1.301		
0.5058	1.301		
0.5052	1.301		
0.5047	1.3011		
0.5041	1.3011		
0.5036	1.3011		
0.503	1.3011		
0.5024	1.3012		
0.5019	1.3012		
0.5013	1.3012		
0.5007	1.3012		
0.5002	1.3013		
0.4996	1.3013		
0.4991	1.3013		
0.4985	1.3013		
0.4979	1.3014		
0.4974	1.3014		
0.4968	1.3014		
0.4962	1.3014		
0.4957	1.3015		
0.4951	1.3015		
0.4946	1.3015		
0.494	1.3015		
0.4934	1.3016		
0.4929	1.3016		
0.4923	1.3016		
0.4918	1.3016		
0.4912	1.3017		
0.4906	1.3017		
0.4901	1.3017		
0.4895	1.3017		
0.4889	1.3018		
0.4884	1.3018		
0.4878	1.3018		
0.4873	1.3018		
0.4867	1.3019		
0.4861	1.3019		
0.4856	1.3019		
0.485	1.302		
0.4844	1.302		
0.4839	1.302		
0.4833	1.302		
0.4828	1.3021		
0.4822	1.3021		
0.4816	1.3021		
0.4811	1.3021		
0.4805	1.3022		
0.48	1.3022		
0.4794	1.3022		
0.4788	1.3023		
0.4783	1.3023		
0.4777	1.3023		
0.4771	1.3023		
0.4766	1.3024		
0.476	1.3024		
0.4755	1.3024		
0.4749	1.3025		
0.4743	1.3025		
0.4738	1.3025		
0.4732	1.3025		
0.4727	1.3026		
0.4721	1.3026		
0.4715	1.3026		
0.471	1.3027		
0.4704	1.3027		
0.4698	1.3027		
0.4693	1.3028		
0.4687	1.3028		
0.4682	1.3028		
0.4676	1.3028		
0.467	1.3029		
0.4665	1.3029		
0.4659	1.3029		
0.4653	1.303		
0.4648	1.303		
0.4642	1.303		
0.4637	1.3031		
0.4631	1.3031		
0.4625	1.3031		
0.462	1.3032		
0.4614	1.3032		
0.4609	1.3032		
0.4603	1.3033		
0.4597	1.3033		
0.4592	1.3033		
0.4586	1.3033		
0.458	1.3034		
0.4575	1.3034		
0.4569	1.3034		
0.4564	1.3035		
0.4558	1.3035		
0.4552	1.3035		
0.4547	1.3036		
0.4541	1.3036		
0.4535	1.3036		
0.453	1.3037		
0.4524	1.3037		
0.4519	1.3037		
0.4513	1.3038		
0.4507	1.3038		
0.4502	1.3038		
0.4496	1.3039		
0.4491	1.3039		
0.4485	1.304		
0.4479	1.304		
0.4474	1.304		
0.4468	1.3041		
0.4462	1.3041		
0.4457	1.3041		
0.4451	1.3042		
0.4446	1.3042		
0.444	1.3042		
0.4434	1.3043		
0.4429	1.3043		
0.4423	1.3043		
0.4417	1.3044		
0.4412	1.3044		
0.4406	1.3045		
0.4401	1.3045		
0.4395	1.3045		
0.4389	1.3046		
0.4384	1.3046		
0.4378	1.3046		
0.4373	1.3047		
0.4367	1.3047		
0.4361	1.3048		
0.4356	1.3048		
0.435	1.3048		
0.4344	1.3049		
0.4339	1.3049		
0.4333	1.305		
0.4328	1.305		
0.4322	1.305		
0.4316	1.3051		
0.4311	1.3051		
0.4305	1.3052		
0.4299	1.3052		
0.4294	1.3052		
0.4288	1.3053		
0.4283	1.3053		
0.4277	1.3054		
0.4271	1.3054		
0.4266	1.3054		
0.426	1.3055		
0.4255	1.3055		
0.4249	1.3056		
0.4243	1.3056		
0.4238	1.3056		
0.4232	1.3057		
0.4226	1.3057		
0.4221	1.3058		
0.4215	1.3058		
0.421	1.3059		
0.4204	1.3059		
0.4198	1.3059		
0.4193	1.306		
0.4187	1.306		
0.4181	1.3061		
0.4176	1.3061		
0.417	1.3062		
0.4165	1.3062		
0.4159	1.3063		
0.4153	1.3063		
0.4148	1.3063		
0.4142	1.3064		
0.4137	1.3064		
0.4131	1.3065		
0.4125	1.3065		
0.412	1.3066		
0.4114	1.3066		
0.4108	1.3067		
0.4103	1.3067		
0.4097	1.3068		
0.4092	1.3068		
0.4086	1.3069		
0.408	1.3069		
0.4075	1.3069		
0.4069	1.307		
0.4063	1.307		
0.4058	1.3071		
0.4052	1.3071		
0.4047	1.3072		
0.4041	1.3072		
0.4035	1.3073		
0.403	1.3073		
0.4024	1.3074		
0.4019	1.3074		
0.4013	1.3075		
0.4007	1.3075		
0.4002	1.3076		
0.3996	1.3076		
0.399	1.3077		
0.3985	1.3077		
0.3979	1.3078		
0.3974	1.3078		
0.3968	1.3079		
0.3962	1.308		
0.3957	1.308		
0.3951	1.3081		
0.3945	1.3081		
0.394	1.3082		
0.3934	1.3082		
0.3929	1.3083		
0.3923	1.3083		
0.3917	1.3084		
0.3912	1.3084		
0.3906	1.3085		
0.3901	1.3086		
0.3895	1.3086		
0.3889	1.3087		
0.3884	1.3087		
0.3878	1.3088		
0.3872	1.3088		
0.3867	1.3089		
0.3861	1.3089		
0.3856	1.309		
0.385	1.3091		
0.3844	1.3091		
0.3839	1.3092		
0.3833	1.3092		
0.3828	1.3093		
0.3822	1.3094		
0.3816	1.3094		
0.3811	1.3095		
0.3805	1.3095		
0.3799	1.3096		
0.3794	1.3097		
0.3788	1.3097		
0.3783	1.3098		
0.3777	1.3098		
0.3771	1.3099		
0.3766	1.31		
0.376	1.31		
0.3754	1.3101		
0.3749	1.3102		
0.3743	1.3102		
0.3738	1.3103		
0.3732	1.3103		
0.3726	1.3104		
0.3721	1.3105		
0.3715	1.3105		
0.371	1.3106		
0.3704	1.3107		
0.3698	1.3107		
0.3693	1.3108		
0.3687	1.3109		
0.3681	1.3109		
0.3676	1.311		
0.367	1.3111		
0.3665	1.3111		
0.3659	1.3112		
0.3653	1.3113		
0.3648	1.3114		
0.3642	1.3114		
0.3636	1.3115		
0.3631	1.3116		
0.3625	1.3116		
0.362	1.3117		
0.3614	1.3118		
0.3608	1.3119		
0.3603	1.3119		
0.3597	1.312		
0.3592	1.3121		
0.3586	1.3121		
0.358	1.3122		
0.3575	1.3123		
0.3569	1.3124		
0.3563	1.3124		
0.3558	1.3125		
0.3552	1.3126		
0.3547	1.3127		
0.3541	1.3128		
0.3535	1.3128		
0.353	1.3129		
0.3524	1.313		
0.3518	1.3131		
0.3513	1.3131		
0.3507	1.3132		
0.3502	1.3133		
0.3496	1.3134		
0.349	1.3135		
0.3485	1.3135		
0.3479	1.3136		
0.3474	1.3137		
0.3468	1.3138		
0.3462	1.3139		
0.3457	1.314		
0.3451	1.314		
0.3445	1.3141		
0.344	1.3142		
0.3434	1.3143		
0.3429	1.3144		
0.3423	1.3145		
0.3417	1.3146		
0.3412	1.3147		
0.3406	1.3147		
0.34	1.3148		
0.3395	1.3149		
0.3389	1.315		
0.3384	1.3151		
0.3378	1.3152		
0.3372	1.3153		
0.3367	1.3154		
0.3361	1.3155		
0.3356	1.3156		
0.335	1.3157		
0.3344	1.3157		
0.3339	1.3158		
0.3333	1.3159		
0.3327	1.316		
0.3322	1.3161		
0.3316	1.3162		
0.3311	1.3163		
0.3305	1.3164		
0.3299	1.3165		
0.3294	1.3166		
0.3288	1.3167		
0.3282	1.3168		
0.3277	1.3169		
0.3271	1.317		
0.3266	1.3171		
0.326	1.3172		
0.3254	1.3173		
0.3249	1.3174		
0.3243	1.3175		
0.3238	1.3176		
0.3232	1.3178		
0.3226	1.3179		
0.3221	1.318		
0.3215	1.3181		
0.3209	1.3182		
0.3204	1.3183		
0.3198	1.3184		
0.3193	1.3185		
0.3187	1.3186		
0.3181	1.3187		
0.3176	1.3189		
0.317	1.319		
0.3164	1.3191		
0.3159	1.3192		
0.3153	1.3193		
0.3148	1.3194		
0.3142	1.3196		
0.3136	1.3197		
0.3131	1.3198		
0.3125	1.3199		
0.312	1.32		
0.3114	1.3202		
0.3108	1.3203		
0.3103	1.3204		
0.3097	1.3205		
0.3091	1.3206		
0.3086	1.3208		
0.308	1.3209		
0.3075	1.321		
0.3069	1.3212		
0.3063	1.3213		
0.3058	1.3214		
0.3052	1.3215		
0.3046	1.3217		
0.3041	1.3218		
0.3035	1.3219		
0.303	1.3221		
0.3024	1.3222		
0.3018	1.3224		
0.3013	1.3225		
0.3007	1.3226		
0.3002	1.3228		
0.2996	1.3229		
0.299	1.323		
0.2985	1.3232		
0.2979	1.3233		
0.2973	1.3235		
0.2968	1.3236		
0.2962	1.3238		
0.2957	1.3239		
0.2951	1.3241		
0.2945	1.3242		
0.294	1.3244		
0.2934	1.3245		
0.2928	1.3247		
0.2923	1.3248		
0.2917	1.325		
0.2912	1.3251		
0.2906	1.3253		
0.29	1.3254		
0.2895	1.3256		
0.2889	1.3258		
0.2884	1.3259		
0.2878	1.3261		
0.2872	1.3263		
0.2867	1.3264		
0.2861	1.3266		
0.2855	1.3268		
0.285	1.3269		
0.2844	1.3271		
0.2839	1.3273		
0.2833	1.3274		
0.2827	1.3276		
0.2822	1.3278		
0.2816	1.328		
0.2811	1.3281		
0.2805	1.3283		
0.2799	1.3285		
0.2794	1.3287		
0.2788	1.3289		
0.2782	1.3291		
0.2777	1.3292		
0.2771	1.3294		
0.2766	1.3296		
0.276	1.3298		
0.2754	1.33		
0.2749	1.3302		
0.2743	1.3304		
0.2737	1.3306		
0.2732	1.3308		
0.2726	1.331		
0.2721	1.3312		
0.2715	1.3314		
0.2709	1.3316		
0.2704	1.3318		
0.2698	1.332		
0.2693	1.3322		
0.2687	1.3324		
0.2681	1.3327		
0.2676	1.3329		
0.267	1.3331		
0.2664	1.3333		
0.2659	1.3335		
0.2653	1.3338		
0.2648	1.334		
0.2642	1.3342		
0.2636	1.3344		
0.2631	1.3347		
0.2625	1.3349		
0.2619	1.3351		
0.2614	1.3354		
0.2608	1.3356		
0.2603	1.3358		
0.2597	1.3361		
0.2591	1.3363		
0.2586	1.3366		
0.258	1.3368		
0.2575	1.3371		
0.2569	1.3373		
0.2563	1.3376		
0.2558	1.3379		
0.2552	1.3381		
0.2546	1.3384		
0.2541	1.3386		
0.2535	1.3389		
0.253	1.3392		
0.2524	1.3395		
0.2518	1.3397		
0.2513	1.34		
0.2507	1.3403		
0.2501	1.3406		
0.2496	1.3409		
0.249	1.3411		
0.2485	1.3414		
0.2479	1.3417		
0.2473	1.342		
0.2468	1.3423		
0.2462	1.3426		
0.2457	1.3429		
0.2451	1.3432		
0.2445	1.3435		
0.244	1.3439		
0.2434	1.3442		
0.2428	1.3445		
0.2423	1.3448		
0.2417	1.3452		
0.2412	1.3455		
0.2406	1.3458		
0.24	1.3462		
0.2395	1.3465		
0.2389	1.3468		
0.2383	1.3472		
0.2378	1.3475		
0.2372	1.3479		
0.2367	1.3482		
0.2361	1.3486		
0.2355	1.349		
0.235	1.3493		
0.2344	1.3497		
0.2339	1.3501		
0.2333	1.3505		
0.2327	1.3509		
0.2322	1.3512		
0.2316	1.3516		
0.231	1.352		
0.2305	1.3524		
0.2299	1.3528		
0.2294	1.3533		
0.2288	1.3537		
0.2282	1.3541		
0.2277	1.3545		
0.2271	1.3549		
0.2265	1.3554		
0.226	1.3558		
0.2254	1.3563		
0.2249	1.3567		
0.2243	1.3572		
0.2237	1.3576		
0.2232	1.3581		
0.2226	1.3586		
0.2221	1.359		
0.2215	1.3595		
0.2209	1.36		
0.2204	1.3605		
0.2198	1.361		
0.2192	1.3615		
0.2187	1.362		
0.2181	1.3625		
0.2176	1.363		
0.217	1.3636		
0.2164	1.3641		
0.2159	1.3646		
0.2153	1.3652		
0.2147	1.3658		
0.2142	1.3663		
0.2136	1.3669		
0.2131	1.3675		
0.2125	1.3681		
0.2119	1.3686		
0.2114	1.3692		
0.2108	1.3699		
