Reference:	"Hudson & Gerakines (2019)"
DOI:	"doi:doi:10.1093/mnras/sty2821"
Sample Type:	"Ice"
Composition:	"C3H2O (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/157"
n₁ Error Units:	Not Applicable
n₂ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"n₂"	"Dn₂  (+/-)"	
1532.192	1.4056		0.001748		
1532.433	1.4057		0.00173		
1532.674	1.4057		0.001706		
1532.915	1.4058		0.001677		
1533.156	1.4059		0.001644		
1533.397	1.406		0.001607		
1533.638	1.406		0.001568		
1533.879	1.4061		0.001527		
1534.121	1.4062		0.001486		
1534.362	1.4063		0.001444		
1534.603	1.4064		0.001403		
1534.844	1.4065		0.001364		
1535.085	1.4066		0.001328		
1535.326	1.4067		0.001297		
1535.567	1.4068		0.001271		
1535.808	1.407		0.00125		
1536.049	1.4071		0.001232		
1536.29	1.4072		0.001213		
1536.531	1.4072		0.00119		
1536.772	1.4073		0.001162		
1537.013	1.4074		0.00113		
1537.254	1.4075		0.001096		
1537.495	1.4076		0.001064		
1537.736	1.4077		0.001036		
1537.978	1.4079		0.001014		
1538.219	1.408		0.000997		
1538.46	1.4081		0.00098		
1538.701	1.4082		0.000961		
1538.942	1.4082		0.000936		
1539.183	1.4083		0.000906		
1539.424	1.4084		0.000871		
1539.665	1.4085		0.000836		
1539.906	1.4086		0.000802		
1540.147	1.4087		0.00077		
1540.388	1.4088		0.00074		
1540.629	1.4089		0.00071		
1540.87	1.409		0.000676		
1541.111	1.4091		0.000637		
1541.352	1.4092		0.00059		
1541.593	1.4093		0.000538		
1541.835	1.4094		0.000478		
1542.076	1.4095		0.000414		
1542.317	1.4096		0.000347		
1542.558	1.4098		0.000281		
1542.799	1.4099		0.000219		
1543.04	1.4101		0.000166		
1543.281	1.4102		0.000127		
1543.522	1.4104		0.000103		
1543.763	1.4105		9.5E-5		
1544.004	1.4107		9.5E-5		
1544.245	1.4108		9.6E-5		
1544.486	1.4109		8.9E-5		
1544.727	1.411		6.6E-5		
1544.968	1.4111		2.5E-5		
1545.209	1.4112		-2.9E-5		
1545.45	1.4113		-9.4E-5		
1545.692	1.4114		-0.00016		
1545.933	1.4116		-0.000221		
1546.174	1.4118		-0.000272		
1546.415	1.4119		-0.000311		
1546.656	1.4121		-0.00034		
1546.897	1.4122		-0.000361		
1547.138	1.4124		-0.000378		
1547.379	1.4126		-0.000391		
1547.62	1.4127		-0.000403		
1547.861	1.4129		-0.000411		
1548.102	1.413		-0.000417		
1548.343	1.4131		-0.000422		
1548.584	1.4133		-0.000427		
1548.825	1.4134		-0.000437		
1549.066	1.4135		-0.000453		
1549.307	1.4136		-0.000478		
1549.549	1.4138		-0.000512		
1549.79	1.4139		-0.000553		
1550.031	1.414		-0.000598		
1550.272	1.4142		-0.000642		
1550.513	1.4144		-0.00068		
1550.754	1.4145		-0.00071		
1550.995	1.4147		-0.000732		
1551.236	1.4148		-0.000747		
1551.477	1.415		-0.000761		
1551.718	1.4152		-0.000778		
1551.959	1.4153		-0.000799		
1552.2	1.4155		-0.000827		
1552.441	1.4156		-0.000856		
1552.682	1.4158		-0.000883		
1552.923	1.416		-0.000903		
1553.164	1.4161		-0.000912		
1553.406	1.4163		-0.000912		
1553.647	1.4165		-0.00091		
1553.888	1.4166		-0.000909		
1554.129	1.4168		-0.000919		
1554.37	1.4169		-0.000943		
1554.611	1.4171		-0.000978		
1554.852	1.4172		-0.001018		
1555.093	1.4174		-0.001051		
1555.334	1.4176		-0.001072		
1555.575	1.4178		-0.001076		
1555.816	1.418		-0.001065		
1556.057	1.4182		-0.001045		
1556.298	1.4184		-0.001023		
1556.539	1.4185		-0.001006		
1556.78	1.4187		-0.000996		
1557.021	1.4189		-0.000992		
1557.263	1.419		-0.000989		
1557.504	1.4192		-0.000986		
1557.745	1.4194		-0.00098		
1557.986	1.4195		-0.000971		
1558.227	1.4197		-0.000962		
1558.468	1.4199		-0.000953		
1558.709	1.4201		-0.000946		
1558.95	1.4202		-0.000938		
1559.191	1.4204		-0.000927		
1559.432	1.4206		-0.000911		
1559.673	1.4207		-0.000891		
1559.914	1.4209		-0.000869		
1560.155	1.4211		-0.00085		
1560.396	1.4212		-0.00084		
1560.637	1.4214		-0.000841		
1560.878	1.4215		-0.000853		
1561.119	1.4217		-0.000872		
1561.361	1.4219		-0.00089		
1561.602	1.4221		-0.000902		
1561.843	1.4223		-0.000904		
1562.084	1.4225		-0.000894		
1562.325	1.4227		-0.000874		
1562.566	1.4229		-0.000848		
1562.807	1.423		-0.000818		
1563.048	1.4232		-0.000787		
1563.289	1.4234		-0.000756		
1563.53	1.4236		-0.000723		
1563.771	1.4238		-0.000688		
1564.012	1.424		-0.000649		
1564.253	1.4241		-0.000608		
1564.494	1.4243		-0.000565		
1564.735	1.4245		-0.000524		
1564.976	1.4246		-0.000486		
1565.218	1.4248		-0.000454		
1565.459	1.4249		-0.000428		
1565.7	1.4251		-0.000405		
1565.941	1.4253		-0.000385		
1566.182	1.4254		-0.000363		
1566.423	1.4256		-0.00034		
1566.664	1.4258		-0.000315		
1566.905	1.4259		-0.00029		
1567.146	1.4261		-0.000268		
1567.387	1.4262		-0.000251		
1567.628	1.4264		-0.00024		
1567.869	1.4266		-0.000234		
1568.11	1.4267		-0.00023		
1568.351	1.4269		-0.000223		
1568.592	1.4271		-0.00021		
1568.833	1.4273		-0.000186		
1569.075	1.4275		-0.000154		
1569.316	1.4277		-0.000115		
1569.557	1.4278		-7.5E-5		
1569.798	1.428		-3.9E-5		
1570.039	1.4281		-1.2E-5		
1570.28	1.4283		6.0E-6		
1570.521	1.4285		1.5E-5		
1570.762	1.4286		2.0E-5		
1571.003	1.4288		2.3E-5		
1571.244	1.429		3.1E-5		
1571.485	1.4292		4.6E-5		
1571.726	1.4294		7.0E-5		
1571.967	1.4295		0.000105		
1572.208	1.4297		0.000148		
1572.449	1.4299		0.000197		
1572.69	1.4301		0.000244		
1572.932	1.4302		0.000284		
1573.173	1.4303		0.00031		
1573.414	1.4304		0.000316		
1573.655	1.4306		0.000301		
1573.896	1.4307		0.000269		
1574.137	1.4309		0.000226		
1574.378	1.4311		0.000183		
1574.619	1.4313		0.000151		
1574.86	1.4315		0.000135		
1575.101	1.4317		0.000141		
1575.342	1.4319		0.000164		
1575.583	1.4321		0.000199		
1575.824	1.4323		0.000237		
1576.065	1.4325		0.000269		
1576.306	1.4327		0.000288		
1576.547	1.4328		0.000291		
1576.789	1.433		0.00028		
1577.03	1.4331		0.000258		
1577.271	1.4333		0.000229		
1577.512	1.4335		0.000199		
1577.753	1.4337		0.000172		
1577.994	1.4339		0.000152		
1578.235	1.4342		0.000139		
1578.476	1.4344		0.000134		
1578.717	1.4346		0.000134		
1578.958	1.4348		0.000139		
1579.199	1.435		0.000145		
1579.44	1.4352		0.000151		
1579.681	1.4355		0.000156		
1579.922	1.4357		0.000161		
1580.163	1.4359		0.000165		
1580.404	1.4361		0.000168		
1580.646	1.4363		0.00017		
1580.887	1.4365		0.000169		
1581.128	1.4367		0.000162		
1581.369	1.4369		0.000149		
1581.61	1.4371		0.000127		
1581.851	1.4373		0.000101		
1582.092	1.4375		7.2E-5		
1582.333	1.4378		4.5E-5		
1582.574	1.438		2.3E-5		
1582.815	1.4383		7.0E-6		
1583.056	1.4385		-4.0E-6		
1583.297	1.4388		-1.2E-5		
1583.538	1.439		-1.8E-5		
1583.779	1.4393		-2.3E-5		
1584.02	1.4395		-2.7E-5		
1584.261	1.4398		-2.5E-5		
1584.503	1.4401		-1.7E-5		
1584.744	1.4403		0		
1584.985	1.4406		2.3E-5		
1585.226	1.4408		4.8E-5		
1585.467	1.4411		7.0E-5		
1585.708	1.4413		8.5E-5		
1585.949	1.4415		8.7E-5		
1586.19	1.4417		7.8E-5		
1586.431	1.442		5.9E-5		
1586.672	1.4422		3.4E-5		
1586.913	1.4425		9.0E-6		
1587.154	1.4428		-1.1E-5		
1587.395	1.443		-2.5E-5		
1587.636	1.4433		-3.1E-5		
1587.877	1.4436		-3.1E-5		
1588.118	1.4439		-2.9E-5		
1588.36	1.4441		-2.8E-5		
1588.601	1.4444		-3.2E-5		
1588.842	1.4447		-4.1E-5		
1589.083	1.4449		-5.7E-5		
1589.324	1.4452		-7.8E-5		
1589.565	1.4455		-0.000102		
1589.806	1.4458		-0.000124		
1590.047	1.4461		-0.000142		
1590.288	1.4464		-0.000153		
1590.529	1.4467		-0.000156		
1590.77	1.447		-0.000153		
1591.011	1.4473		-0.000147		
1591.252	1.4477		-0.000142		
1591.493	1.448		-0.000142		
1591.734	1.4483		-0.00015		
1591.975	1.4486		-0.000165		
1592.217	1.4489		-0.000185		
1592.458	1.4492		-0.000206		
1592.699	1.4496		-0.000224		
1592.94	1.4499		-0.000233		
1593.181	1.4503		-0.000231		
1593.422	1.4507		-0.000216		
1593.663	1.451		-0.00019		
1593.904	1.4514		-0.000156		
1594.145	1.4517		-0.000117		
1594.386	1.4521		-7.8E-5		
1594.627	1.4524		-4.1E-5		
1594.868	1.4528		-7.0E-6		
1595.109	1.4531		2.5E-5		
1595.35	1.4535		5.4E-5		
1595.591	1.4538		8.3E-5		
1595.832	1.4542		0.000113		
1596.074	1.4545		0.000142		
1596.315	1.4549		0.00017		
1596.556	1.4552		0.000196		
1596.797	1.4556		0.000219		
1597.038	1.4559		0.000239		
1597.279	1.4563		0.000257		
1597.52	1.4567		0.000275		
1597.761	1.4571		0.000296		
1598.002	1.4575		0.000321		
1598.243	1.4579		0.000354		
1598.484	1.4583		0.000394		
1598.725	1.4587		0.000442		
1598.966	1.4591		0.000496		
1599.207	1.4595		0.000556		
1599.448	1.4599		0.000618		
1599.689	1.4603		0.000682		
1599.931	1.4607		0.000745		
1600.172	1.4611		0.000808		
1600.413	1.4615		0.000868		
1600.654	1.4619		0.000926		
1600.895	1.4623		0.000982		
1601.136	1.4627		0.001035		
1601.377	1.4631		0.001085		
1601.618	1.4635		0.001133		
1601.859	1.4639		0.001179		
1602.1	1.4643		0.001225		
1602.341	1.4647		0.001275		
1602.582	1.4652		0.00133		
1602.823	1.4656		0.001395		
1603.064	1.4661		0.001468		
1603.305	1.4665		0.00155		
1603.546	1.467		0.001637		
1603.788	1.4674		0.001725		
1604.029	1.4678		0.001811		
1604.27	1.4683		0.001891		
1604.511	1.4687		0.001967		
1604.752	1.4692		0.002038		
1604.993	1.4696		0.002108		
1605.234	1.4701		0.002181		
1605.475	1.4705		0.002256		
1605.716	1.471		0.002335		
1605.957	1.4715		0.002418		
1606.198	1.472		0.002504		
1606.439	1.4724		0.002593		
1606.68	1.4729		0.002684		
1606.921	1.4734		0.002779		
1607.162	1.4739		0.002879		
1607.403	1.4744		0.002984		
1607.645	1.4749		0.003095		
1607.886	1.4754		0.00321		
1608.127	1.4759		0.003326		
1608.368	1.4764		0.003443		
1608.609	1.4769		0.00356		
1608.85	1.4774		0.003675		
1609.091	1.4779		0.003789		
1609.332	1.4784		0.003903		
1609.573	1.4789		0.004018		
1609.814	1.4794		0.004134		
1610.055	1.48		0.004252		
1610.296	1.4805		0.00437		
1610.537	1.481		0.004491		
1610.778	1.4816		0.004612		
1611.019	1.4821		0.004736		
1611.26	1.4827		0.004862		
1611.502	1.4832		0.00499		
1611.743	1.4838		0.005123		
1611.984	1.4844		0.005261		
1612.225	1.4849		0.005405		
1612.466	1.4855		0.005558		
1612.707	1.4861		0.005719		
1612.948	1.4867		0.005888		
1613.189	1.4873		0.006062		
1613.43	1.4878		0.006238		
1613.671	1.4884		0.006413		
1613.912	1.489		0.006586		
1614.153	1.4896		0.006756		
1614.394	1.4902		0.006926		
1614.635	1.4908		0.007098		
1614.876	1.4914		0.007277		
1615.117	1.4921		0.007464		
1615.359	1.4927		0.007661		
1615.6	1.4933		0.007868		
1615.841	1.494		0.008084		
1616.082	1.4946		0.008308		
1616.323	1.4952		0.00854		
1616.564	1.4959		0.008778		
1616.805	1.4965		0.009022		
1617.046	1.4972		0.009271		
1617.287	1.4978		0.009524		
1617.528	1.4985		0.009779		
1617.769	1.4991		0.010036		
1618.01	1.4997		0.010294		
1618.251	1.5004		0.010557		
1618.492	1.5011		0.010826		
1618.733	1.5017		0.011103		
1618.974	1.5024		0.01139		
1619.216	1.5031		0.011685		
1619.457	1.5037		0.011987		
1619.698	1.5044		0.012294		
1619.939	1.505		0.012604		
1620.18	1.5057		0.012919		
1620.421	1.5064		0.01324		
1620.662	1.507		0.013571		
1620.903	1.5077		0.013914		
1621.144	1.5084		0.01427		
1621.385	1.5091		0.014638		
1621.626	1.5097		0.015013		
1621.867	1.5103		0.01539		
1622.108	1.511		0.015765		
1622.349	1.5116		0.016134		
1622.59	1.5122		0.016499		
1622.831	1.5128		0.016861		
1623.073	1.5134		0.017223		
1623.314	1.5141		0.017587		
1623.555	1.5147		0.017953		
1623.796	1.5153		0.01832		
1624.037	1.5159		0.018686		
1624.278	1.5165		0.019045		
1624.519	1.517		0.019396		
1624.76	1.5176		0.019736		
1625.001	1.5182		0.020066		
1625.242	1.5188		0.020386		
1625.483	1.5193		0.020696		
1625.724	1.5199		0.020999		
1625.965	1.5205		0.021294		
1626.206	1.5211		0.021581		
1626.447	1.5217		0.021863		
1626.688	1.5223		0.022138		
1626.93	1.5229		0.022404		
1627.171	1.5235		0.022663		
1627.412	1.5241		0.022912		
1627.653	1.5247		0.023148		
1627.894	1.5253		0.023367		
1628.135	1.5258		0.023566		
1628.376	1.5264		0.023743		
1628.617	1.5271		0.023895		
1628.858	1.5277		0.024025		
1629.099	1.5283		0.024133		
1629.34	1.529		0.024225		
1629.581	1.5297		0.024305		
1629.822	1.5304		0.024374		
1630.063	1.5311		0.024436		
1630.304	1.5319		0.024489		
1630.545	1.5326		0.024531		
1630.787	1.5334		0.024558		
1631.028	1.5342		0.024567		
1631.269	1.5351		0.024557		
1631.51	1.5359		0.024527		
1631.751	1.5368		0.024479		
1631.992	1.5377		0.024414		
1632.233	1.5386		0.024334		
1632.474	1.5396		0.024241		
1632.715	1.5406		0.024138		
1632.956	1.5417		0.024025		
1633.197	1.5428		0.023906		
1633.438	1.544		0.023786		
1633.679	1.5452		0.023668		
1633.92	1.5464		0.02356		
1634.161	1.5477		0.023462		
1634.402	1.549		0.023376		
1634.644	1.5504		0.023299		
1634.885	1.5518		0.023227		
1635.126	1.5532		0.023152		
1635.367	1.5546		0.023072		
1635.608	1.5561		0.022982		
1635.849	1.5576		0.022885		
1636.09	1.5592		0.022785		
1636.331	1.5609		0.022686		
1636.572	1.5626		0.022597		
1636.813	1.5643		0.022523		
1637.054	1.5662		0.022468		
1637.295	1.568		0.022437		
1637.536	1.57		0.02243		
1637.777	1.5719		0.022447		
1638.018	1.574		0.022486		
1638.259	1.576		0.022546		
1638.5	1.5781		0.022624		
1638.742	1.5803		0.022717		
1638.983	1.5825		0.022826		
1639.224	1.5847		0.022951		
1639.465	1.5871		0.023095		
1639.706	1.5895		0.023262		
1639.947	1.5919		0.023457		
1640.188	1.5944		0.02368		
1640.429	1.597		0.023933		
1640.67	1.5996		0.024218		
1640.911	1.6023		0.024533		
1641.152	1.6051		0.024877		
1641.393	1.6079		0.025253		
1641.634	1.6108		0.025661		
1641.875	1.6138		0.026107		
1642.116	1.6169		0.026592		
1642.357	1.62		0.027121		
1642.599	1.6232		0.027695		
1642.84	1.6265		0.028315		
1643.081	1.6299		0.028983		
1643.322	1.6334		0.0297		
1643.563	1.6369		0.030469		
1643.804	1.6406		0.031297		
1644.045	1.6444		0.032191		
1644.286	1.6483		0.03316		
1644.527	1.6523		0.034216		
1644.768	1.6564		0.035366		
1645.009	1.6607		0.036623		
1645.25	1.665		0.037992		
1645.491	1.6695		0.039478		
1645.732	1.6741		0.041084		
1645.973	1.6787		0.042814		
1646.214	1.6835		0.044676		
1646.456	1.6885		0.046678		
1646.697	1.6935		0.048836		
1646.938	1.6987		0.051169		
1647.179	1.704		0.05369		
1647.42	1.7094		0.05642		
1647.661	1.715		0.059369		
1647.902	1.7206		0.062549		
1648.143	1.7264		0.065969		
1648.384	1.7322		0.06964		
1648.625	1.7381		0.073578		
1648.866	1.7441		0.077802		
1649.107	1.7502		0.082336		
1649.348	1.7564		0.087204		
1649.589	1.7626		0.092427		
1649.83	1.7688		0.098021		
1650.071	1.775		0.103993		
1650.313	1.7811		0.110345		
1650.554	1.7872		0.117073		
1650.795	1.7932		0.124176		
1651.036	1.7991		0.131657		
1651.277	1.8048		0.139516		
1651.518	1.8105		0.147766		
1651.759	1.8159		0.156431		
1652	1.8212		0.165519		
1652.241	1.8262		0.175039		
1652.482	1.831		0.184981		
1652.723	1.8354		0.195323		
1652.964	1.8394		0.206025		
1653.205	1.843		0.217036		
1653.446	1.8461		0.228309		
1653.687	1.8489		0.239812		
1653.928	1.8512		0.251521		
1654.17	1.8532		0.263416		
1654.411	1.8547		0.275508		
1654.652	1.8558		0.287792		
1654.893	1.8564		0.300239		
1655.134	1.8566		0.31283		
1655.375	1.8563		0.325524		
1655.616	1.8555		0.338293		
1655.857	1.8542		0.351087		
1656.098	1.8525		0.363897		
1656.339	1.8503		0.376707		
1656.58	1.8476		0.389494		
1656.821	1.8445		0.402245		
1657.062	1.8409		0.414916		
1657.303	1.8369		0.427485		
1657.544	1.8324		0.439935		
1657.785	1.8275		0.452253		
1658.027	1.8222		0.464429		
1658.268	1.8166		0.476463		
1658.509	1.8105		0.488363		
1658.75	1.804		0.500084		
1658.991	1.7972		0.51161		
1659.232	1.79		0.52291		
1659.473	1.7824		0.533959		
1659.714	1.7745		0.544782		
1659.955	1.7664		0.555357		
1660.196	1.7579		0.565726		
1660.437	1.7492		0.575879		
1660.678	1.7401		0.585796		
1660.919	1.7307		0.595438		
1661.16	1.721		0.604782		
1661.401	1.7111		0.61381		
1661.642	1.7009		0.622532		
1661.884	1.6906		0.630971		
1662.125	1.68		0.639153		
1662.366	1.6693		0.647082		
1662.607	1.6583		0.654755		
1662.848	1.6471		0.662112		
1663.089	1.6357		0.66915		
1663.33	1.6241		0.67582		
1663.571	1.6124		0.682142		
1663.812	1.6005		0.688162		
1664.053	1.5886		0.693893		
1664.294	1.5766		0.699356		
1664.535	1.5644		0.704571		
1664.776	1.5521		0.70948		
1665.017	1.5396		0.714061		
1665.258	1.527		0.718298		
1665.499	1.5143		0.722182		
1665.741	1.5016		0.725753		
1665.982	1.4889		0.729033		
1666.223	1.4761		0.732043		
1666.464	1.4632		0.734777		
1666.705	1.4502		0.737181		
1666.946	1.4371		0.739259		
1667.187	1.4241		0.74098		
1667.428	1.411		0.742371		
1667.669	1.3979		0.743459		
1667.91	1.3849		0.744286		
1668.151	1.3719		0.744864		
1668.392	1.3588		0.745177		
1668.633	1.3457		0.745175		
1668.874	1.3325		0.74483		
1669.115	1.3193		0.744108		
1669.356	1.3063		0.743047		
1669.598	1.2934		0.741704		
1669.839	1.2805		0.740134		
1670.08	1.2677		0.738359		
1670.321	1.2549		0.736371		
1670.562	1.2421		0.734128		
1670.803	1.2293		0.731577		
1671.044	1.2165		0.728694		
1671.285	1.2038		0.725478		
1671.526	1.1912		0.721958		
1671.767	1.1787		0.718196		
1672.008	1.1663		0.714216		
1672.249	1.1539		0.710031		
1672.49	1.1416		0.705589		
1672.731	1.1293		0.700865		
1672.972	1.1171		0.695817		
1673.213	1.105		0.690464		
1673.455	1.093		0.684829		
1673.696	1.0811		0.678962		
1673.937	1.0694		0.672901		
1674.178	1.0576		0.666589		
1674.419	1.0459		0.66003		
1674.66	1.0342		0.653152		
1674.901	1.0227		0.645896		
1675.142	1.0112		0.638304		
1675.383	0.9999		0.630372		
1675.624	0.9888		0.622178		
1675.865	0.9778		0.613731		
1676.106	0.967		0.605051		
1676.347	0.9562		0.596082		
1676.588	0.9455		0.586793		
1676.829	0.9349		0.577137		
1677.07	0.9244		0.567069		
1677.312	0.9141		0.556612		
1677.553	0.904		0.545775		
1677.794	0.894		0.53458		
1678.035	0.8843		0.523003		
1678.276	0.8747		0.511015		
1678.517	0.8653		0.498558		
1678.758	0.8562		0.48559		
1678.999	0.8473		0.47207		
1679.24	0.8388		0.458013		
1679.481	0.8307		0.443419		
1679.722	0.823		0.428274		
1679.963	0.8158		0.412564		
1680.204	0.8092		0.396243		
1680.445	0.8032		0.379298		
1680.686	0.798		0.361727		
1680.927	0.7937		0.343591		
1681.169	0.7904		0.324975		
1681.41	0.7883		0.306007		
1681.651	0.7874		0.286822		
1681.892	0.7878		0.26753		
1682.133	0.7895		0.248287		
1682.374	0.7925		0.229234		
1682.615	0.7968		0.21056		
1682.856	0.8025		0.192466		
1683.097	0.8094		0.175156		
1683.338	0.8173		0.158812		
1683.579	0.8261		0.143551		
1683.82	0.8356		0.129414		
1684.061	0.8456		0.116393		
1684.302	0.8559		0.104454		
1684.543	0.8664		0.093556		
1684.784	0.8771		0.083661		
1685.026	0.8878		0.074742		
1685.267	0.8985		0.066769		
1685.508	0.909		0.059683		
1685.749	0.9193		0.05341		
1685.99	0.9293		0.047857		
1686.231	0.939		0.042925		
1686.472	0.9483		0.038532		
1686.713	0.9573		0.034608		
1686.954	0.966		0.031107		
1687.195	0.9744		0.027994		
1687.436	0.9825		0.025233		
1687.677	0.9903		0.02279		
1687.918	0.9977		0.020622		
1688.159	1.0049		0.018686		
1688.4	1.0117		0.016945		
1688.641	1.0183		0.015374		
1688.883	1.0247		0.013956		
1689.124	1.0308		0.012681		
1689.365	1.0367		0.011543		
1689.606	1.0424		0.010532		
1689.847	1.0478		0.009633		
1690.088	1.0531		0.008831		
1690.329	1.0582		0.008112		
1690.57	1.0631		0.007464		
1690.811	1.0678		0.006882		
1691.052	1.0723		0.006358		
1691.293	1.0767		0.005886		
1691.534	1.0809		0.005457		
1691.775	1.085		0.00506		
1692.016	1.089		0.004686		
1692.257	1.0928		0.004334		
1692.498	1.0966		0.004004		
1692.74	1.1002		0.003704		
1692.981	1.1037		0.003437		
1693.222	1.1072		0.003206		
1693.463	1.1105		0.003006		
1693.704	1.1137		0.002828		
1693.945	1.1169		0.002662		
1694.186	1.1199		0.002504		
1694.427	1.1229		0.002353		
1694.668	1.1258		0.002215		
1694.909	1.1286		0.002095		
1695.15	1.1314		0.001996		
1695.391	1.1341		0.001917		
1695.632	1.1367		0.00185		
1695.873	1.1392		0.001788		
1696.114	1.1417		0.001725		
1696.355	1.1441		0.001663		
1696.597	1.1465		0.001606		
1696.838	1.1488		0.001563		
1697.079	1.1511		0.001537		
1697.32	1.1533		0.001527		
1697.561	1.1554		0.001527		
1697.802	1.1575		0.001528		
1698.043	1.1595		0.001524		
1698.284	1.1615		0.001511		
1698.525	1.1635		0.001497		
1698.766	1.1654		0.001489		
1699.007	1.1673		0.001496		
1699.248	1.1692		0.001521		
1699.489	1.171		0.001562		
1699.73	1.1727		0.00161		
1699.971	1.1744		0.001654		
1700.212	1.1761		0.001687		
1700.454	1.1777		0.001704		
1700.695	1.1792		0.001707		
1700.936	1.1808		0.001702		
1701.177	1.1823		0.001696		
