Reference:	"Hudson & Gerakines (2019)"
DOI:	"doi:doi:10.1093/mnras/sty2821"
Sample Type:	"Ice"
Composition:	"C3H2O (1)"
Temperature:	"10K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/157"
n₁ Error Units:	Not Applicable
n₂ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"	"n₂"	"Dn₂  (+/-)"	
4408.547	1.3657		-0.000585		
4408.789	1.3657		-0.000594		
4409.03	1.3657		-0.0006		
4409.271	1.3657		-0.000602		
4409.512	1.3657		-0.000598		
4409.753	1.3657		-0.000587		
4409.994	1.3657		-0.000571		
4410.235	1.3657		-0.00055		
4410.476	1.3657		-0.000529		
4410.717	1.3657		-0.00051		
4410.958	1.3657		-0.000498		
4411.199	1.3657		-0.000495		
4411.44	1.3657		-0.000501		
4411.681	1.3656		-0.000515		
4411.922	1.3656		-0.000534		
4412.163	1.3656		-0.000554		
4412.404	1.3656		-0.00057		
4412.646	1.3657		-0.000582		
4412.887	1.3657		-0.000588		
4413.128	1.3657		-0.00059		
4413.369	1.3657		-0.000591		
4413.61	1.3657		-0.000592		
4413.851	1.3657		-0.000595		
4414.092	1.3657		-0.000598		
4414.333	1.3657		-0.000601		
4414.574	1.3657		-0.000599		
4414.815	1.3658		-0.000591		
4415.056	1.3658		-0.000575		
4415.297	1.3658		-0.000553		
4415.538	1.3658		-0.000527		
4415.779	1.3658		-0.000502		
4416.02	1.3658		-0.000482		
4416.261	1.3657		-0.00047		
4416.503	1.3657		-0.000468		
4416.744	1.3657		-0.000475		
4416.985	1.3657		-0.000487		
4417.226	1.3657		-0.000502		
4417.467	1.3657		-0.000517		
4417.708	1.3657		-0.000527		
4417.949	1.3657		-0.000532		
4418.19	1.3657		-0.000533		
4418.431	1.3657		-0.00053		
4418.672	1.3657		-0.000525		
4418.913	1.3657		-0.000519		
4419.154	1.3657		-0.000514		
4419.395	1.3657		-0.000511		
4419.636	1.3657		-0.000511		
4419.877	1.3657		-0.000513		
4420.118	1.3657		-0.000517		
4420.36	1.3658		-0.000523		
4420.601	1.3658		-0.000526		
4420.842	1.3658		-0.000525		
4421.083	1.3658		-0.000515		
4421.324	1.3658		-0.000496		
4421.565	1.3658		-0.000467		
4421.806	1.3659		-0.00043		
4422.047	1.3658		-0.000389		
4422.288	1.3658		-0.00035		
4422.529	1.3658		-0.000318		
4422.77	1.3658		-0.000297		
4423.011	1.3657		-0.000288		
4423.252	1.3657		-0.000291		
4423.493	1.3657		-0.000302		
4423.734	1.3656		-0.000319		
4423.975	1.3656		-0.000336		
4424.217	1.3656		-0.000353		
4424.458	1.3656		-0.000368		
4424.699	1.3656		-0.000381		
4424.94	1.3656		-0.000396		
4425.181	1.3656		-0.000412		
4425.422	1.3656		-0.000431		
4425.663	1.3656		-0.000452		
4425.904	1.3656		-0.000474		
4426.145	1.3656		-0.000493		
4426.386	1.3656		-0.000506		
4426.627	1.3656		-0.000512		
4426.868	1.3657		-0.000508		
4427.109	1.3657		-0.000496		
4427.35	1.3657		-0.000479		
4427.591	1.3657		-0.000461		
4427.832	1.3657		-0.000446		
4428.074	1.3657		-0.000437		
4428.315	1.3657		-0.000434		
4428.556	1.3656		-0.000435		
4428.797	1.3656		-0.000436		
4429.038	1.3657		-0.000433		
4429.279	1.3657		-0.000424		
4429.52	1.3656		-0.00041		
4429.761	1.3656		-0.000393		
4430.002	1.3656		-0.000381		
4430.243	1.3656		-0.000378		
4430.484	1.3655		-0.00039		
4430.725	1.3655		-0.000416		
4430.966	1.3655		-0.000452		
4431.207	1.3655		-0.000491		
4431.448	1.3655		-0.000526		
4431.689	1.3655		-0.000552		
4431.931	1.3656		-0.000563		
4432.172	1.3656		-0.000562		
4432.413	1.3656		-0.000552		
4432.654	1.3656		-0.000538		
4432.895	1.3656		-0.000523		
4433.136	1.3656		-0.000511		
4433.377	1.3656		-0.000503		
4433.618	1.3656		-0.000499		
4433.859	1.3656		-0.000497		
4434.1	1.3656		-0.000497		
4434.341	1.3656		-0.000496		
4434.582	1.3656		-0.000496		
4434.823	1.3656		-0.000496		
4435.064	1.3656		-0.000496		
4435.305	1.3656		-0.000497		
4435.546	1.3656		-0.0005		
4435.788	1.3656		-0.000506		
4436.029	1.3656		-0.000514		
4436.27	1.3656		-0.000525		
4436.511	1.3656		-0.000537		
4436.752	1.3656		-0.000548		
4436.993	1.3656		-0.000556		
4437.234	1.3656		-0.00056		
4437.475	1.3656		-0.00056		
4437.716	1.3656		-0.000555		
4437.957	1.3656		-0.000549		
4438.198	1.3656		-0.000544		
4438.439	1.3656		-0.000543		
4438.68	1.3656		-0.000546		
4438.921	1.3656		-0.000554		
4439.162	1.3656		-0.000564		
4439.403	1.3656		-0.000573		
4439.645	1.3656		-0.000579		
4439.886	1.3657		-0.000581		
4440.127	1.3657		-0.000578		
4440.368	1.3657		-0.000571		
4440.609	1.3657		-0.000561		
4440.85	1.3657		-0.000551		
4441.091	1.3657		-0.000541		
4441.332	1.3657		-0.000533		
4441.573	1.3657		-0.000525		
4441.814	1.3657		-0.000519		
4442.055	1.3657		-0.000512		
4442.296	1.3657		-0.000505		
4442.537	1.3657		-0.000497		
4442.778	1.3657		-0.000487		
4443.019	1.3657		-0.000478		
4443.26	1.3656		-0.000471		
4443.502	1.3656		-0.000469		
4443.743	1.3656		-0.000476		
4443.984	1.3656		-0.000494		
4444.225	1.3655		-0.000523		
4444.466	1.3655		-0.000559		
4444.707	1.3655		-0.000597		
4444.948	1.3656		-0.000632		
4445.189	1.3656		-0.000657		
4445.43	1.3656		-0.000668		
4445.671	1.3657		-0.000665		
4445.912	1.3657		-0.000649		
4446.153	1.3657		-0.000625		
4446.394	1.3657		-0.000598		
4446.635	1.3657		-0.000573		
4446.876	1.3657		-0.000554		
4447.117	1.3657		-0.000543		
4447.359	1.3657		-0.00054		
4447.6	1.3656		-0.000547		
4447.841	1.3656		-0.00056		
4448.082	1.3656		-0.000579		
4448.323	1.3656		-0.0006		
4448.564	1.3656		-0.000619		
4448.805	1.3656		-0.000634		
4449.046	1.3656		-0.000642		
4449.287	1.3657		-0.000643		
4449.528	1.3657		-0.000638		
4449.769	1.3657		-0.000631		
4450.01	1.3657		-0.000625		
4450.251	1.3657		-0.000624		
4450.492	1.3657		-0.00063		
4450.733	1.3657		-0.000641		
4450.974	1.3657		-0.000656		
4451.216	1.3657		-0.000669		
4451.457	1.3657		-0.000677		
4451.698	1.3657		-0.000677		
4451.939	1.3657		-0.000668		
4452.18	1.3658		-0.000651		
4452.421	1.3658		-0.000629		
4452.662	1.3658		-0.000606		
4452.903	1.3657		-0.000588		
4453.144	1.3657		-0.00058		
4453.385	1.3657		-0.000585		
4453.626	1.3657		-0.000604		
4453.867	1.3657		-0.000633		
4454.108	1.3657		-0.000668		
4454.349	1.3657		-0.0007		
4454.59	1.3657		-0.000721		
4454.831	1.3658		-0.000725		
4455.073	1.3658		-0.000711		
4455.314	1.3658		-0.00068		
4455.555	1.3659		-0.000641		
4455.796	1.3658		-0.000602		
4456.037	1.3658		-0.00057		
4456.278	1.3658		-0.000551		
4456.519	1.3658		-0.000547		
4456.76	1.3657		-0.000554		
4457.001	1.3657		-0.00057		
4457.242	1.3657		-0.000589		
4457.483	1.3657		-0.000609		
4457.724	1.3657		-0.000629		
4457.965	1.3657		-0.000649		
4458.206	1.3657		-0.000667		
4458.447	1.3657		-0.000683		
4458.688	1.3658		-0.000695		
4458.929	1.3658		-0.000701		
4459.171	1.3658		-0.000699		
4459.412	1.3658		-0.000691		
4459.653	1.3658		-0.000677		
4459.894	1.3659		-0.00066		
4460.135	1.3659		-0.000643		
4460.376	1.3659		-0.000625		
4460.617	1.3659		-0.000607		
4460.858	1.3659		-0.000588		
4461.099	1.3659		-0.000568		
4461.34	1.3659		-0.00055		
4461.581	1.3658		-0.000537		
4461.822	1.3658		-0.000532		
4462.063	1.3658		-0.000537		
4462.304	1.3658		-0.000553		
4462.545	1.3658		-0.000576		
4462.786	1.3658		-0.0006		
4463.028	1.3658		-0.000619		
4463.269	1.3658		-0.000629		
4463.51	1.3658		-0.000629		
4463.751	1.3658		-0.000619		
4463.992	1.3658		-0.000605		
4464.233	1.3658		-0.00059		
4464.474	1.3658		-0.000578		
4464.715	1.3658		-0.000569		
4464.956	1.3658		-0.000563		
4465.197	1.3658		-0.00056		
4465.438	1.3658		-0.000559		
4465.679	1.3658		-0.000563		
4465.92	1.3657		-0.000574		
4466.161	1.3657		-0.000596		
4466.402	1.3657		-0.000627		
4466.643	1.3657		-0.000666		
4466.885	1.3657		-0.000707		
4467.126	1.3657		-0.000742		
4467.367	1.3658		-0.000765		
4467.608	1.3658		-0.000773		
4467.849	1.3659		-0.000767		
4468.09	1.3659		-0.000749		
4468.331	1.3659		-0.000725		
4468.572	1.3659		-0.000701		
4468.813	1.366		-0.00068		
4469.054	1.366		-0.000661		
4469.295	1.366		-0.000644		
4469.536	1.366		-0.000625		
4469.777	1.366		-0.000603		
4470.018	1.366		-0.000578		
4470.259	1.366		-0.000554		
4470.5	1.3659		-0.000535		
4470.742	1.3659		-0.000524		
4470.983	1.3659		-0.000523		
4471.224	1.3659		-0.000531		
4471.465	1.3659		-0.000544		
4471.706	1.3659		-0.000558		
4471.947	1.3659		-0.000568		
4472.188	1.3659		-0.000571		
4472.429	1.3659		-0.000567		
4472.67	1.3659		-0.00056		
4472.911	1.3659		-0.000553		
4473.152	1.3659		-0.00055		
4473.393	1.3659		-0.000552		
4473.634	1.3659		-0.00056		
4473.875	1.3659		-0.000569		
4474.116	1.3659		-0.000575		
4474.357	1.3659		-0.000575		
4474.599	1.3659		-0.000569		
4474.84	1.3659		-0.000556		
4475.081	1.3659		-0.000543		
4475.322	1.3659		-0.000533		
4475.563	1.3659		-0.000532		
4475.804	1.3658		-0.00054		
4476.045	1.3658		-0.000556		
4476.286	1.3658		-0.000578		
4476.527	1.3658		-0.000599		
4476.768	1.3658		-0.000616		
4477.009	1.3658		-0.000626		
4477.25	1.3659		-0.000629		
4477.491	1.3659		-0.000629		
4477.732	1.3659		-0.000626		
4477.973	1.3659		-0.000625		
4478.214	1.3659		-0.000624		
4478.456	1.3659		-0.000623		
4478.697	1.3659		-0.00062		
4478.938	1.3659		-0.000613		
4479.179	1.3659		-0.000601		
4479.42	1.3659		-0.000584		
4479.661	1.3659		-0.000567		
4479.902	1.3659		-0.000552		
4480.143	1.3659		-0.000544		
4480.384	1.3659		-0.000544		
4480.625	1.3659		-0.000555		
4480.866	1.3658		-0.000574		
4481.107	1.3658		-0.0006		
4481.348	1.3658		-0.000628		
4481.589	1.3659		-0.000655		
4481.83	1.3659		-0.000676		
4482.071	1.3659		-0.000688		
4482.313	1.3659		-0.00069		
4482.554	1.366		-0.000682		
4482.795	1.366		-0.000665		
4483.036	1.366		-0.000644		
4483.277	1.366		-0.000621		
4483.518	1.366		-0.000599		
4483.759	1.366		-0.000582		
4484	1.366		-0.000569		
4484.241	1.366		-0.000561		
4484.482	1.366		-0.000557		
4484.723	1.366		-0.000554		
4484.964	1.366		-0.000553		
4485.205	1.366		-0.000552		
4485.446	1.366		-0.000551		
4485.687	1.366		-0.00055		
4485.928	1.366		-0.000547		
4486.17	1.366		-0.000544		
4486.411	1.366		-0.000539		
4486.652	1.366		-0.000533		
4486.893	1.366		-0.000528		
4487.134	1.3659		-0.000523		
4487.375	1.3659		-0.000521		
4487.616	1.3659		-0.000522		
4487.857	1.3659		-0.000528		
4488.098	1.3659		-0.000539		
4488.339	1.3659		-0.000554		
4488.58	1.3659		-0.000573		
4488.821	1.3659		-0.000594		
4489.062	1.3659		-0.000616		
4489.303	1.3659		-0.000636		
4489.544	1.3659		-0.000654		
4489.785	1.3659		-0.000666		
4490.027	1.366		-0.000672		
4490.268	1.366		-0.000671		
4490.509	1.366		-0.000665		
4490.75	1.366		-0.000654		
4490.991	1.366		-0.00064		
4491.232	1.366		-0.000626		
4491.473	1.366		-0.000611		
4491.714	1.366		-0.000595		
4491.955	1.366		-0.000578		
4492.196	1.366		-0.00056		
4492.437	1.366		-0.000542		
4492.678	1.366		-0.000527		
4492.919	1.366		-0.00052		
4493.16	1.366		-0.000523		
4493.401	1.366		-0.000537		
4493.642	1.3659		-0.000561		
4493.884	1.3659		-0.000588		
4494.125	1.366		-0.000612		
4494.366	1.366		-0.000626		
4494.607	1.366		-0.000627		
4494.848	1.366		-0.000616		
4495.089	1.366		-0.000595		
4495.33	1.366		-0.000572		
4495.571	1.366		-0.000554		
4495.812	1.366		-0.000544		
4496.053	1.366		-0.000546		
4496.294	1.366		-0.000556		
4496.535	1.366		-0.000573		
4496.776	1.366		-0.000591		
4497.017	1.366		-0.000609		
4497.258	1.366		-0.000622		
4497.499	1.366		-0.000631		
4497.741	1.366		-0.000634		
4497.982	1.366		-0.000633		
4498.223	1.366		-0.000626		
4498.464	1.366		-0.000618		
4498.705	1.366		-0.000609		
4498.946	1.366		-0.000603		
4499.187	1.366		-0.000605		
4499.428	1.366		-0.000614		
4499.669	1.366		-0.000633		
4499.91	1.366		-0.000657		
4500.151	1.366		-0.000682		
4500.392	1.366		-0.000703		
4500.633	1.366		-0.000715		
4500.874	1.3661		-0.000716		
4501.115	1.3661		-0.000707		
4501.356	1.3661		-0.000691		
4501.598	1.3661		-0.000671		
4501.839	1.3661		-0.000651		
4502.08	1.3661		-0.000634		
4502.321	1.3661		-0.00062		
4502.562	1.3661		-0.00061		
4502.803	1.3661		-0.000605		
4503.044	1.3661		-0.000605		
4503.285	1.3661		-0.00061		
4503.526	1.3661		-0.000619		
4503.767	1.3661		-0.000631		
4504.008	1.3661		-0.000643		
4504.249	1.3661		-0.000651		
4504.49	1.3661		-0.000651		
4504.731	1.3662		-0.000642		
4504.972	1.3662		-0.000627		
4505.213	1.3662		-0.000609		
4505.455	1.3662		-0.000594		
4505.696	1.3662		-0.000586		
4505.937	1.3661		-0.00059		
4506.178	1.3661		-0.000604		
4506.419	1.3661		-0.000624		
4506.66	1.3661		-0.000644		
4506.901	1.3662		-0.000659		
4507.142	1.3662		-0.000663		
4507.383	1.3662		-0.000655		
4507.624	1.3663		-0.000634		
4507.865	1.3663		-0.000606		
4508.106	1.3663		-0.000573		
4508.347	1.3663		-0.000543		
4508.588	1.3662		-0.00052		
4508.829	1.3662		-0.000507		
4509.07	1.3662		-0.000504		
4509.312	1.3662		-0.000512		
4509.553	1.3662		-0.000528		
4509.794	1.3662		-0.000547		
4510.035	1.3662		-0.000567		
4510.276	1.3662		-0.000581		
4510.517	1.3662		-0.000589		
4510.758	1.3662		-0.00059		
4510.999	1.3662		-0.000585		
4511.24	1.3662		-0.000578		
4511.481	1.3662		-0.000571		
4511.722	1.3662		-0.000567		
4511.963	1.3662		-0.000568		
4512.204	1.3662		-0.000573		
4512.445	1.3662		-0.00058		
4512.686	1.3662		-0.000587		
4512.927	1.3663		-0.00059		
4513.169	1.3663		-0.00059		
4513.41	1.3663		-0.000584		
4513.651	1.3663		-0.000573		
4513.892	1.3663		-0.000557		
4514.133	1.3663		-0.000538		
4514.374	1.3663		-0.000516		
4514.615	1.3663		-0.000493		
4514.856	1.3663		-0.000471		
4515.097	1.3663		-0.000451		
4515.338	1.3663		-0.000437		
4515.579	1.3662		-0.000431		
4515.82	1.3662		-0.000437		
4516.061	1.3662		-0.000456		
4516.302	1.3662		-0.000487		
4516.543	1.3661		-0.00053		
4516.784	1.3661		-0.000577		
4517.026	1.3662		-0.000624		
4517.267	1.3662		-0.000665		
4517.508	1.3662		-0.000694		
4517.749	1.3663		-0.000707		
4517.99	1.3664		-0.000703		
4518.231	1.3664		-0.000683		
4518.472	1.3664		-0.00065		
4518.713	1.3665		-0.000607		
4518.954	1.3665		-0.00056		
4519.195	1.3665		-0.000513		
4519.436	1.3665		-0.000471		
4519.677	1.3665		-0.000438		
4519.918	1.3664		-0.000416		
4520.159	1.3664		-0.000408		
4520.4	1.3664		-0.000414		
4520.641	1.3664		-0.00043		
4520.883	1.3664		-0.000452		
4521.124	1.3664		-0.000473		
4521.365	1.3664		-0.000486		
4521.606	1.3664		-0.000487		
4521.847	1.3664		-0.000473		
4522.088	1.3665		-0.000445		
4522.329	1.3665		-0.000408		
4522.57	1.3665		-0.000369		
4522.811	1.3664		-0.000336		
4523.052	1.3664		-0.000316		
4523.293	1.3664		-0.000312		
4523.534	1.3663		-0.000324		
4523.775	1.3663		-0.000348		
4524.016	1.3663		-0.00038		
4524.257	1.3663		-0.000415		
4524.498	1.3663		-0.000447		
4524.74	1.3663		-0.000474		
4524.981	1.3663		-0.000494		
4525.222	1.3664		-0.000508		
4525.463	1.3664		-0.000514		
4525.704	1.3664		-0.000512		
4525.945	1.3665		-0.000504		
4526.186	1.3665		-0.000488		
4526.427	1.3665		-0.000466		
4526.668	1.3665		-0.000441		
4526.909	1.3665		-0.000414		
4527.15	1.3666		-0.000389		
4527.391	1.3665		-0.000368		
4527.632	1.3665		-0.00035		
4527.873	1.3665		-0.000335		
4528.114	1.3665		-0.00032		
4528.355	1.3665		-0.000303		
4528.597	1.3665		-0.000285		
4528.838	1.3665		-0.000264		
4529.079	1.3665		-0.000246		
4529.32	1.3665		-0.000233		
4529.561	1.3665		-0.00023		
4529.802	1.3665		-0.000237		
4530.043	1.3664		-0.000255		
4530.284	1.3664		-0.000279		
4530.525	1.3664		-0.000305		
4530.766	1.3665		-0.000326		
4531.007	1.3665		-0.000339		
4531.248	1.3665		-0.00034		
4531.489	1.3665		-0.00033		
4531.73	1.3666		-0.000312		
4531.971	1.3666		-0.000289		
4532.212	1.3666		-0.000265		
4532.454	1.3666		-0.000242		
4532.695	1.3666		-0.000222		
4532.936	1.3666		-0.000205		
4533.177	1.3666		-0.00019		
4533.418	1.3666		-0.000176		
4533.659	1.3666		-0.000162		
4533.9	1.3666		-0.000145		
4534.141	1.3666		-0.000126		
4534.382	1.3666		-0.000103		
4534.623	1.3666		-7.6E-5		
4534.864	1.3666		-4.8E-5		
4535.105	1.3666		-2.1E-5		
4535.346	1.3666		1.0E-6		
4535.587	1.3665		1.3E-5		
4535.828	1.3665		1.3E-5		
4536.069	1.3665		1.0E-6		
4536.31	1.3664		-2.0E-5		
4536.552	1.3664		-4.6E-5		
4536.793	1.3664		-6.9E-5		
4537.034	1.3665		-8.6E-5		
4537.275	1.3665		-9.1E-5		
4537.516	1.3665		-8.7E-5		
4537.757	1.3665		-7.6E-5		
4537.998	1.3665		-6.1E-5		
4538.239	1.3665		-4.7E-5		
4538.48	1.3665		-3.8E-5		
4538.721	1.3665		-3.3E-5		
4538.962	1.3665		-3.3E-5		
4539.203	1.3665		-3.5E-5		
4539.444	1.3665		-3.8E-5		
4539.685	1.3665		-3.9E-5		
4539.926	1.3666		-3.6E-5		
4540.167	1.3666		-2.8E-5		
4540.409	1.3666		-1.1E-5		
4540.65	1.3666		1.6E-5		
4540.891	1.3667		5.5E-5		
4541.132	1.3667		0.000104		
4541.373	1.3667		0.00016		
4541.614	1.3666		0.000216		
4541.855	1.3666		0.000263		
4542.096	1.3666		0.000295		
4542.337	1.3665		0.000309		
4542.578	1.3665		0.000302		
4542.819	1.3664		0.000281		
4543.06	1.3664		0.000253		
4543.301	1.3664		0.000225		
4543.542	1.3664		0.000205		
4543.783	1.3664		0.000197		
4544.024	1.3664		0.000203		
4544.266	1.3665		0.000219		
4544.507	1.3665		0.000243		
4544.748	1.3665		0.000269		
4544.989	1.3665		0.000294		
4545.23	1.3664		0.000317		
4545.471	1.3664		0.000336		
4545.712	1.3664		0.000351		
4545.953	1.3664		0.000361		
4546.194	1.3664		0.000367		
4546.435	1.3663		0.000369		
4546.676	1.3663		0.000368		
4546.917	1.3663		0.000367		
4547.158	1.3663		0.000367		
4547.399	1.3663		0.000371		
4547.64	1.3663		0.00038		
4547.881	1.3663		0.000395		
4548.123	1.3663		0.000415		
4548.364	1.3663		0.000438		
4548.605	1.3663		0.00046		
4548.846	1.3662		0.000478		
4549.087	1.3662		0.000489		
4549.328	1.3662		0.000493		
4549.569	1.3661		0.000488		
4549.81	1.3661		0.000476		
4550.051	1.3661		0.00046		
4550.292	1.3661		0.000443		
4550.533	1.3661		0.000427		
4550.774	1.3661		0.000415		
4551.015	1.366		0.000408		
4551.256	1.366		0.000407		
4551.497	1.366		0.000409		
4551.738	1.366		0.000415		
4551.98	1.366		0.000424		
4552.221	1.366		0.000433		
4552.462	1.366		0.000443		
4552.703	1.366		0.00045		
4552.944	1.366		0.000455		
4553.185	1.3659		0.000455		
4553.426	1.3659		0.000449		
4553.667	1.3659		0.000436		
4553.908	1.3659		0.000419		
4554.149	1.3658		0.000398		
4554.39	1.3658		0.000376		
4554.631	1.3658		0.000355		
4554.872	1.3658		0.000337		
4555.113	1.3658		0.000323		
4555.354	1.3658		0.000311		
4555.595	1.3658		0.000301		
4555.837	1.3658		0.000291		
4556.078	1.3658		0.000282		
4556.319	1.3658		0.000274		
4556.56	1.3658		0.000267		
4556.801	1.3658		0.000263		
4557.042	1.3658		0.000262		
4557.283	1.3658		0.000263		
4557.524	1.3658		0.000264		
4557.765	1.3658		0.000263		
4558.006	1.3658		0.000259		
4558.247	1.3657		0.000249		
4558.488	1.3657		0.000233		
4558.729	1.3657		0.000212		
4558.97	1.3657		0.000187		
4559.211	1.3657		0.00016		
4559.452	1.3657		0.000134		
4559.694	1.3657		0.00011		
4559.935	1.3658		9.4E-5		
4560.176	1.3658		8.5E-5		
4560.417	1.3658		8.6E-5		
4560.658	1.3658		9.7E-5		
4560.899	1.3659		0.000116		
4561.14	1.3659		0.000142		
4561.381	1.3659		0.000172		
4561.622	1.3659		0.000201		
4561.863	1.3658		0.000227		
4562.104	1.3658		0.000248		
4562.345	1.3658		0.000262		
4562.586	1.3658		0.00027		
4562.827	1.3657		0.000272		
4563.068	1.3657		0.00027		
4563.309	1.3657		0.000264		
4563.551	1.3657		0.000254		
4563.792	1.3656		0.00024		
4564.033	1.3656		0.000221		
4564.274	1.3656		0.000196		
4564.515	1.3656		0.000168		
4564.756	1.3656		0.000136		
4564.997	1.3656		0.000105		
4565.238	1.3656		7.8E-5		
4565.479	1.3656		5.8E-5		
4565.72	1.3656		4.7E-5		
4565.961	1.3656		4.5E-5		
4566.202	1.3656		5.0E-5		
4566.443	1.3656		5.7E-5		
4566.684	1.3656		6.4E-5		
4566.925	1.3656		6.9E-5		
4567.166	1.3656		7.0E-5		
4567.408	1.3656		6.8E-5		
4567.649	1.3656		6.6E-5		
4567.89	1.3656		6.5E-5		
4568.131	1.3656		6.4E-5		
4568.372	1.3656		6.2E-5		
4568.613	1.3656		5.4E-5		
4568.854	1.3655		3.8E-5		
4569.095	1.3655		1.1E-5		
4569.336	1.3655		-2.4E-5		
4569.577	1.3655		-6.3E-5		
4569.818	1.3655		-0.000101		
4570.059	1.3655		-0.000128		
4570.3	1.3656		-0.000142		
4570.541	1.3656		-0.00014		
4570.782	1.3657		-0.000123		
4571.023	1.3657		-9.7E-5		
4571.265	1.3657		-6.7E-5		
4571.506	1.3657		-3.9E-5		
4571.747	1.3656		-1.9E-5		
4571.988	1.3656		-9.0E-6		
4572.229	1.3656		-1.0E-5		
4572.47	1.3656		-2.1E-5		
4572.711	1.3655		-3.9E-5		
4572.952	1.3655		-6.1E-5		
4573.193	1.3655		-8.4E-5		
4573.434	1.3655		-0.000104		
4573.675	1.3655		-0.000122		
4573.916	1.3655		-0.000136		
4574.157	1.3655		-0.000148		
4574.398	1.3655		-0.000161		
4574.639	1.3655		-0.000178		
4574.88	1.3655		-0.000199		
4575.122	1.3655		-0.000223		
4575.363	1.3655		-0.000247		
4575.604	1.3655		-0.000265		
4575.845	1.3656		-0.000275		
4576.086	1.3656		-0.000274		
4576.327	1.3656		-0.000263		
4576.568	1.3656		-0.000247		
4576.809	1.3656		-0.000231		
4577.05	1.3656		-0.00022		
4577.291	1.3656		-0.000218		
4577.532	1.3656		-0.000224		
4577.773	1.3656		-0.000236		
4578.014	1.3656		-0.000249		
4578.255	1.3656		-0.00026		
4578.496	1.3656		-0.000265		
4578.737	1.3656		-0.000266		
4578.979	1.3656		-0.000265		
4579.22	1.3656		-0.000264		
4579.461	1.3656		-0.000265		
4579.702	1.3656		-0.000269		
4579.943	1.3656		-0.000273		
4580.184	1.3656		-0.000275		
4580.425	1.3656		-0.000274		
4580.666	1.3656		-0.000268		
4580.907	1.3656		-0.000261		
4581.148	1.3656		-0.000254		
4581.389	1.3656		-0.000253		
4581.63	1.3656		-0.000261		
4581.871	1.3655		-0.000279		
4582.112	1.3655		-0.000306		
4582.353	1.3655		-0.000338		
4582.594	1.3655		-0.000372		
4582.836	1.3655		-0.000401		
4583.077	1.3656		-0.000421		
4583.318	1.3656		-0.000432		
4583.559	1.3656		-0.000434		
4583.8	1.3656		-0.000431		
4584.041	1.3656		-0.000427		
4584.282	1.3656		-0.000426		
4584.523	1.3656		-0.00043		
4584.764	1.3656		-0.000438		
4585.005	1.3656		-0.000448		
4585.246	1.3656		-0.000458		
4585.487	1.3656		-0.000465		
4585.728	1.3656		-0.000469		
4585.969	1.3656		-0.000472		
4586.21	1.3656		-0.000476		
4586.451	1.3656		-0.000483		
4586.693	1.3656		-0.000495		
4586.934	1.3656		-0.00051		
4587.175	1.3656		-0.000527		
4587.416	1.3657		-0.000543		
4587.657	1.3657		-0.000556		
4587.898	1.3657		-0.000564		
4588.139	1.3657		-0.000569		
4588.38	1.3657		-0.000572		
4588.621	1.3657		-0.000576		
4588.862	1.3657		-0.000581		
4589.103	1.3658		-0.000587		
4589.344	1.3658		-0.000591		
4589.585	1.3658		-0.000591		
4589.826	1.3658		-0.000587		
4590.067	1.3658		-0.000577		
4590.308	1.3659		-0.000564		
4590.55	1.3659		-0.000549		
4590.791	1.3659		-0.000536		
4591.032	1.3659		-0.000526		
4591.273	1.3659		-0.000522		
4591.514	1.3659		-0.000521		
4591.755	1.3659		-0.000523		
4591.996	1.3659		-0.000525		
4592.237	1.3659		-0.000523		
4592.478	1.3659		-0.000514		
4592.719	1.3659		-0.000497		
4592.96	1.3659		-0.000473		
4593.201	1.3659		-0.000445		
4593.442	1.3659		-0.000421		
4593.683	1.3659		-0.000406		
4593.924	1.3658		-0.000407		
4594.165	1.3658		-0.000426		
4594.407	1.3658		-0.00046		
4594.648	1.3658		-0.000502		
4594.889	1.3658		-0.000543		
4595.13	1.3658		-0.000572		
4595.371	1.3659		-0.000583		
4595.612	1.3659		-0.000575		
4595.853	1.3659		-0.000553		
4596.094	1.3659		-0.000527		
4596.335	1.3659		-0.000504		
4596.576	1.3659		-0.000491		
4596.817	1.3659		-0.000488		
4597.058	1.3659		-0.000491		
4597.299	1.3659		-0.000495		
4597.54	1.3659		-0.000494		
4597.781	1.3659		-0.000485		
4598.022	1.3659		-0.000472		
4598.264	1.3659		-0.000462		
4598.505	1.3659		-0.000461		
4598.746	1.3658		-0.000475		
4598.987	1.3658		-0.000505		
4599.228	1.3658		-0.000546		
4599.469	1.3658		-0.00059		
4599.71	1.3659		-0.000627		
4599.951	1.3659		-0.000651		
4600.192	1.366		-0.000655		
4600.433	1.366		-0.000641		
4600.674	1.366		-0.000609		
4600.915	1.3661		-0.000565		
4601.156	1.3661		-0.000515		
4601.397	1.3661		-0.000464		
4601.638	1.3661		-0.000417		
4601.879	1.366		-0.00038		
4602.121	1.366		-0.000357		
4602.362	1.3659		-0.000351		
4602.603	1.3659		-0.000362		
4602.844	1.3658		-0.000389		
4603.085	1.3658		-0.000426		
4603.326	1.3658		-0.00047		
4603.567	1.3658		-0.000513		
4603.808	1.3658		-0.000551		
4604.049	1.3658		-0.000583		
4604.29	1.3658		-0.000608		
4604.531	1.3659		-0.000627		
4604.772	1.3659		-0.000642		
4605.013	1.3659		-0.000653		
